id,title,company,location,salary,posted,type,match,website,phone,description,requirements,benefits,referrer
,Amazon Flex - X,Amazon,North Mankato, MN 56003,$19/hr,2026-07-04,Part Time >19 hours a week,92,http://amazon.com/getpaid,N/a,Picking, packing, sorting, stowing,Lifting up to 49lbs, twisting, bending, stooping,Benefits available through the A to Z app,narossoh
